iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best,best_path
0,1681.0204593701806,27,0.6820242404937744,1933.6249594229034,1681.0204593701806,"[0, 28, 24, 25, 0, 12, 3, 0, 27, 1, 0, 32, 0, 5, 6, 13, 0, 50, 0, 26, 0, 15, 22, 0, 8, 46, 48, 0, 29, 34, 35, 0, 40, 37, 17, 0, 21, 4, 0, 18, 0, 33, 10, 0, 7, 0, 2, 0, 31, 20, 0, 30, 0, 11, 19, 49, 0, 39, 23, 41, 43, 0, 16, 0, 44, 0, 42, 0, 14, 38, 0, 36, 47, 0, 9, 0, 45, 0]"
1,1527.0479860493729,23,1.252887487411499,1702.7443376106326,1527.0479860493729,"[0, 27, 1, 0, 28, 26, 0, 11, 19, 48, 0, 42, 37, 17, 0, 40, 35, 0, 8, 46, 0, 5, 6, 13, 0, 3, 0, 18, 0, 45, 0, 31, 20, 32, 0, 12, 9, 34, 0, 15, 22, 0, 50, 0, 21, 4, 0, 2, 41, 43, 0, 44, 38, 0, 7, 10, 0, 14, 16, 0, 30, 0, 39, 23, 25, 0, 36, 47, 49, 0, 33, 29, 24, 0]"
2,1448.741500879796,21,1.7568013668060303,1585.4669823046124,1448.741500879796,"[0, 27, 1, 0, 5, 6, 37, 17, 0, 21, 50, 0, 28, 26, 0, 31, 20, 32, 0, 40, 13, 0, 14, 16, 0, 29, 24, 25, 0, 12, 3, 0, 2, 41, 0, 42, 43, 0, 11, 48, 0, 45, 8, 46, 0, 18, 10, 0, 15, 22, 0, 7, 0, 33, 9, 34, 35, 0, 30, 49, 0, 44, 38, 0, 39, 23, 4, 0, 36, 47, 19, 0]"
3,1419.6622195982998,21,2.2366533279418945,1530.8505870338747,1419.6622195982998,"[0, 40, 26, 4, 25, 0, 27, 10, 0, 21, 22, 0, 6, 13, 0, 28, 12, 50, 0, 45, 8, 46, 48, 0, 15, 43, 0, 2, 41, 0, 30, 20, 32, 0, 18, 0, 39, 23, 0, 31, 1, 0, 7, 17, 0, 42, 37, 0, 33, 9, 34, 35, 0, 44, 38, 0, 5, 3, 0, 29, 24, 0, 14, 16, 0, 11, 19, 49, 0, 36, 47, 0]"
4,1365.1996209070708,19,3.3600077629089355,1475.3627358249237,1365.1996209070708,"[0, 27, 0, 50, 1, 0, 28, 26, 4, 25, 0, 8, 46, 48, 0, 40, 13, 0, 12, 3, 24, 0, 5, 6, 37, 17, 0, 14, 16, 0, 39, 23, 41, 0, 45, 7, 0, 2, 18, 10, 32, 0, 36, 47, 49, 0, 31, 30, 20, 0, 11, 19, 0, 21, 22, 43, 0, 33, 9, 34, 35, 0, 42, 44, 38, 0, 29, 0, 15, 0]"
5,1360.881937822574,20,4.318110227584839,1482.5375117572107,1360.881937822574,"[0, 40, 13, 0, 27, 1, 0, 28, 26, 4, 25, 0, 21, 22, 0, 7, 10, 32, 0, 5, 6, 37, 0, 29, 24, 0, 50, 0, 45, 8, 46, 48, 0, 18, 17, 0, 12, 3, 0, 15, 43, 0, 11, 19, 49, 0, 36, 47, 0, 31, 30, 20, 0, 14, 16, 0, 42, 2, 41, 0, 33, 9, 34, 35, 0, 39, 23, 0, 44, 38, 0]"
6,1360.881937822574,20,5.345402956008911,1480.5422148449672,1409.6729469223767,"[0, 40, 13, 0, 27, 1, 0, 28, 26, 4, 25, 0, 21, 22, 0, 7, 10, 32, 0, 5, 6, 37, 0, 29, 24, 0, 50, 0, 45, 8, 46, 48, 0, 18, 17, 0, 12, 3, 0, 15, 43, 0, 11, 19, 49, 0, 36, 47, 0, 31, 30, 20, 0, 14, 16, 0, 42, 2, 41, 0, 33, 9, 34, 35, 0, 39, 23, 0, 44, 38, 0]"
7,1333.6784612167608,20,6.261561632156372,1431.7005164278412,1333.6784612167608,"[0, 39, 23, 41, 0, 27, 1, 0, 18, 17, 0, 28, 26, 4, 25, 0, 40, 13, 0, 11, 19, 49, 48, 0, 5, 6, 37, 0, 50, 0, 42, 2, 0, 33, 9, 34, 35, 0, 21, 22, 0, 7, 10, 32, 0, 36, 47, 46, 0, 15, 43, 0, 45, 8, 0, 31, 30, 20, 0, 29, 24, 0, 44, 38, 0, 14, 16, 0, 12, 3, 0]"
8,1333.6784612167608,20,7.204176187515259,1447.1891080528462,1363.9345313982437,"[0, 39, 23, 41, 0, 27, 1, 0, 18, 17, 0, 28, 26, 4, 25, 0, 40, 13, 0, 11, 19, 49, 48, 0, 5, 6, 37, 0, 50, 0, 42, 2, 0, 33, 9, 34, 35, 0, 21, 22, 0, 7, 10, 32, 0, 36, 47, 46, 0, 15, 43, 0, 45, 8, 0, 31, 30, 20, 0, 29, 24, 0, 44, 38, 0, 14, 16, 0, 12, 3, 0]"
9,1333.6784612167608,20,8.112281322479248,1444.7798092012622,1340.6785464540592,"[0, 39, 23, 41, 0, 27, 1, 0, 18, 17, 0, 28, 26, 4, 25, 0, 40, 13, 0, 11, 19, 49, 48, 0, 5, 6, 37, 0, 50, 0, 42, 2, 0, 33, 9, 34, 35, 0, 21, 22, 0, 7, 10, 32, 0, 36, 47, 46, 0, 15, 43, 0, 45, 8, 0, 31, 30, 20, 0, 29, 24, 0, 44, 38, 0, 14, 16, 0, 12, 3, 0]"
10,1308.2769171616287,19,9.11160659790039,1415.4807714261863,1308.2769171616287,"[0, 39, 23, 41, 0, 12, 3, 4, 25, 0, 27, 1, 0, 18, 50, 0, 29, 24, 0, 28, 26, 0, 31, 30, 20, 32, 0, 40, 13, 0, 15, 43, 0, 5, 6, 37, 0, 33, 9, 34, 35, 0, 11, 19, 49, 48, 0, 21, 22, 0, 7, 10, 0, 42, 2, 0, 36, 47, 46, 0, 14, 16, 0, 45, 8, 17, 0, 44, 38, 0]"
11,1308.2769171616287,19,10.074243307113647,1425.6244202009198,1350.0352319272533,"[0, 39, 23, 41, 0, 12, 3, 4, 25, 0, 27, 1, 0, 18, 50, 0, 29, 24, 0, 28, 26, 0, 31, 30, 20, 32, 0, 40, 13, 0, 15, 43, 0, 5, 6, 37, 0, 33, 9, 34, 35, 0, 11, 19, 49, 48, 0, 21, 22, 0, 7, 10, 0, 42, 2, 0, 36, 47, 46, 0, 14, 16, 0, 45, 8, 17, 0, 44, 38, 0]"
12,1308.2769171616287,19,11.047346591949463,1407.5568259812162,1334.302856021553,"[0, 39, 23, 41, 0, 12, 3, 4, 25, 0, 27, 1, 0, 18, 50, 0, 29, 24, 0, 28, 26, 0, 31, 30, 20, 32, 0, 40, 13, 0, 15, 43, 0, 5, 6, 37, 0, 33, 9, 34, 35, 0, 11, 19, 49, 48, 0, 21, 22, 0, 7, 10, 0, 42, 2, 0, 36, 47, 46, 0, 14, 16, 0, 45, 8, 17, 0, 44, 38, 0]"
13,1304.4165384790995,19,11.965356826782227,1415.6447155805565,1304.4165384790995,"[0, 28, 26, 4, 25, 0, 40, 13, 0, 31, 30, 20, 32, 0, 27, 1, 0, 12, 3, 24, 0, 18, 17, 0, 21, 22, 0, 5, 6, 37, 0, 11, 19, 49, 48, 0, 44, 38, 43, 0, 45, 8, 46, 0, 7, 10, 0, 33, 9, 34, 35, 0, 29, 50, 0, 39, 23, 41, 0, 2, 0, 14, 16, 0, 42, 15, 0, 36, 47, 0]"
14,1304.4165384790995,19,13.184111833572388,1396.599137444494,1323.7246400044285,"[0, 28, 26, 4, 25, 0, 40, 13, 0, 31, 30, 20, 32, 0, 27, 1, 0, 12, 3, 24, 0, 18, 17, 0, 21, 22, 0, 5, 6, 37, 0, 11, 19, 49, 48, 0, 44, 38, 43, 0, 45, 8, 46, 0, 7, 10, 0, 33, 9, 34, 35, 0, 29, 50, 0, 39, 23, 41, 0, 2, 0, 14, 16, 0, 42, 15, 0, 36, 47, 0]"
15,1304.4165384790995,19,14.326023817062378,1390.3918674870042,1322.7075942442148,"[0, 28, 26, 4, 25, 0, 40, 13, 0, 31, 30, 20, 32, 0, 27, 1, 0, 12, 3, 24, 0, 18, 17, 0, 21, 22, 0, 5, 6, 37, 0, 11, 19, 49, 48, 0, 44, 38, 43, 0, 45, 8, 46, 0, 7, 10, 0, 33, 9, 34, 35, 0, 29, 50, 0, 39, 23, 41, 0, 2, 0, 14, 16, 0, 42, 15, 0, 36, 47, 0]"
16,1304.4165384790995,19,15.54094409942627,1373.7320885226416,1314.851573856295,"[0, 28, 26, 4, 25, 0, 40, 13, 0, 31, 30, 20, 32, 0, 27, 1, 0, 12, 3, 24, 0, 18, 17, 0, 21, 22, 0, 5, 6, 37, 0, 11, 19, 49, 48, 0, 44, 38, 43, 0, 45, 8, 46, 0, 7, 10, 0, 33, 9, 34, 35, 0, 29, 50, 0, 39, 23, 41, 0, 2, 0, 14, 16, 0, 42, 15, 0, 36, 47, 0]"
17,1299.7300243760699,19,16.64324378967285,1376.142311589738,1299.7300243760699,"[0, 27, 1, 0, 31, 30, 20, 32, 0, 28, 26, 4, 25, 0, 5, 6, 37, 0, 12, 3, 24, 0, 18, 17, 0, 39, 23, 41, 0, 40, 13, 0, 7, 10, 0, 29, 50, 0, 44, 38, 43, 0, 33, 9, 34, 35, 0, 21, 22, 0, 2, 0, 42, 15, 0, 36, 47, 46, 48, 0, 45, 8, 0, 11, 19, 49, 0, 14, 16, 0]"
18,1299.7300243760699,19,17.588422060012817,1365.0318203486634,1305.0446752782395,"[0, 27, 1, 0, 31, 30, 20, 32, 0, 28, 26, 4, 25, 0, 5, 6, 37, 0, 12, 3, 24, 0, 18, 17, 0, 39, 23, 41, 0, 40, 13, 0, 7, 10, 0, 29, 50, 0, 44, 38, 43, 0, 33, 9, 34, 35, 0, 21, 22, 0, 2, 0, 42, 15, 0, 36, 47, 46, 48, 0, 45, 8, 0, 11, 19, 49, 0, 14, 16, 0]"
19,1299.7300243760699,19,18.428069353103638,1369.9993548331897,1318.103316574025,"[0, 27, 1, 0, 31, 30, 20, 32, 0, 28, 26, 4, 25, 0, 5, 6, 37, 0, 12, 3, 24, 0, 18, 17, 0, 39, 23, 41, 0, 40, 13, 0, 7, 10, 0, 29, 50, 0, 44, 38, 43, 0, 33, 9, 34, 35, 0, 21, 22, 0, 2, 0, 42, 15, 0, 36, 47, 46, 48, 0, 45, 8, 0, 11, 19, 49, 0, 14, 16, 0]"
20,1283.162313114603,18,19.257490396499634,1365.9523516545773,1283.162313114603,"[0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 40, 13, 0, 27, 1, 0, 29, 50, 0, 11, 19, 49, 48, 0, 31, 30, 20, 32, 0, 18, 17, 0, 5, 6, 37, 0, 45, 8, 46, 0, 15, 43, 0, 2, 41, 0, 36, 47, 7, 10, 0, 42, 44, 38, 0, 33, 9, 34, 35, 0, 21, 22, 0, 39, 23, 0, 14, 16, 0]"
21,1283.162313114603,18,20.121112823486328,1378.4911650666436,1299.1051358392326,"[0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 40, 13, 0, 27, 1, 0, 29, 50, 0, 11, 19, 49, 48, 0, 31, 30, 20, 32, 0, 18, 17, 0, 5, 6, 37, 0, 45, 8, 46, 0, 15, 43, 0, 2, 41, 0, 36, 47, 7, 10, 0, 42, 44, 38, 0, 33, 9, 34, 35, 0, 21, 22, 0, 39, 23, 0, 14, 16, 0]"
22,1283.162313114603,18,21.102241277694702,1348.3231942321695,1302.2755959930116,"[0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 40, 13, 0, 27, 1, 0, 29, 50, 0, 11, 19, 49, 48, 0, 31, 30, 20, 32, 0, 18, 17, 0, 5, 6, 37, 0, 45, 8, 46, 0, 15, 43, 0, 2, 41, 0, 36, 47, 7, 10, 0, 42, 44, 38, 0, 33, 9, 34, 35, 0, 21, 22, 0, 39, 23, 0, 14, 16, 0]"
23,1283.162313114603,18,21.944327354431152,1359.1555603813779,1302.9798844103004,"[0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 40, 13, 0, 27, 1, 0, 29, 50, 0, 11, 19, 49, 48, 0, 31, 30, 20, 32, 0, 18, 17, 0, 5, 6, 37, 0, 45, 8, 46, 0, 15, 43, 0, 2, 41, 0, 36, 47, 7, 10, 0, 42, 44, 38, 0, 33, 9, 34, 35, 0, 21, 22, 0, 39, 23, 0, 14, 16, 0]"
24,1283.162313114603,18,22.885592222213745,1366.7689249379475,1307.0848648182255,"[0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 40, 13, 0, 27, 1, 0, 29, 50, 0, 11, 19, 49, 48, 0, 31, 30, 20, 32, 0, 18, 17, 0, 5, 6, 37, 0, 45, 8, 46, 0, 15, 43, 0, 2, 41, 0, 36, 47, 7, 10, 0, 42, 44, 38, 0, 33, 9, 34, 35, 0, 21, 22, 0, 39, 23, 0, 14, 16, 0]"
25,1280.1015815048684,18,23.692984580993652,1352.7141166403126,1280.1015815048684,"[0, 27, 1, 0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 42, 15, 43, 0, 45, 8, 46, 48, 0, 18, 17, 0, 40, 13, 0, 31, 30, 20, 32, 0, 33, 9, 34, 35, 0, 2, 41, 37, 0, 21, 22, 0, 11, 19, 49, 0, 39, 23, 0, 5, 6, 0, 29, 50, 0, 36, 47, 7, 10, 0, 44, 38, 0, 14, 16, 0]"
26,1280.1015815048684,18,24.689955711364746,1348.0555873387282,1281.8638452215835,"[0, 27, 1, 0, 12, 3, 24, 25, 0, 28, 26, 4, 0, 42, 15, 43, 0, 45, 8, 46, 48, 0, 18, 17, 0, 40, 13, 0, 31, 30, 20, 32, 0, 33, 9, 34, 35, 0, 2, 41, 37, 0, 21, 22, 0, 11, 19, 49, 0, 39, 23, 0, 5, 6, 0, 29, 50, 0, 36, 47, 7, 10, 0, 44, 38, 0, 14, 16, 0]"
27,1259.146339539351,17,25.789342880249023,1332.8550330901774,1259.146339539351,"[0, 27, 1, 0, 42, 15, 43, 0, 28, 26, 4, 25, 0, 39, 23, 41, 37, 17, 0, 40, 13, 0, 2, 21, 22, 0, 5, 6, 0, 44, 38, 0, 36, 47, 7, 10, 32, 0, 12, 3, 24, 0, 18, 50, 0, 31, 30, 20, 0, 11, 19, 49, 48, 0, 33, 9, 34, 35, 0, 29, 0, 14, 16, 0, 45, 8, 46, 0]"
28,1258.1054813472763,18,26.638319730758667,1343.3510507640392,1258.1054813472763,"[0, 36, 47, 7, 10, 32, 0, 28, 26, 4, 25, 0, 27, 1, 0, 40, 13, 0, 14, 16, 17, 0, 42, 15, 43, 0, 33, 9, 34, 35, 0, 29, 24, 0, 18, 50, 0, 45, 8, 46, 48, 0, 31, 30, 20, 0, 12, 3, 0, 39, 23, 41, 37, 0, 5, 6, 0, 21, 22, 0, 44, 38, 0, 11, 19, 49, 0, 2, 0]"
29,1254.1541925356203,17,27.509368419647217,1328.6060099881129,1254.1541925356203,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 2, 21, 22, 0, 31, 30, 20, 32, 0, 18, 17, 0, 12, 3, 24, 0, 5, 6, 37, 0, 33, 9, 34, 35, 0, 39, 23, 41, 43, 0, 15, 0, 42, 44, 38, 0, 14, 16, 0, 11, 19, 49, 48, 0, 45, 8, 46, 0, 36, 47, 7, 10, 0, 29, 50, 0]"
30,1239.1721351465937,17,28.353792190551758,1339.8460376592443,1239.1721351465937,"[0, 27, 1, 0, 40, 13, 0, 2, 21, 22, 0, 28, 26, 4, 25, 0, 11, 19, 49, 48, 0, 18, 17, 0, 39, 23, 41, 37, 0, 44, 38, 43, 0, 33, 9, 34, 35, 0, 29, 50, 0, 12, 3, 24, 0, 36, 47, 7, 10, 32, 0, 31, 30, 20, 0, 42, 15, 0, 5, 6, 0, 45, 8, 46, 0, 14, 16, 0]"
31,1239.1721351465937,17,29.185219287872314,1332.2113410015413,1258.089973254015,"[0, 27, 1, 0, 40, 13, 0, 2, 21, 22, 0, 28, 26, 4, 25, 0, 11, 19, 49, 48, 0, 18, 17, 0, 39, 23, 41, 37, 0, 44, 38, 43, 0, 33, 9, 34, 35, 0, 29, 50, 0, 12, 3, 24, 0, 36, 47, 7, 10, 32, 0, 31, 30, 20, 0, 42, 15, 0, 5, 6, 0, 45, 8, 46, 0, 14, 16, 0]"
32,1239.1721351465937,17,30.04093647003174,1315.9931905491744,1240.7128844050135,"[0, 27, 1, 0, 40, 13, 0, 2, 21, 22, 0, 28, 26, 4, 25, 0, 11, 19, 49, 48, 0, 18, 17, 0, 39, 23, 41, 37, 0, 44, 38, 43, 0, 33, 9, 34, 35, 0, 29, 50, 0, 12, 3, 24, 0, 36, 47, 7, 10, 32, 0, 31, 30, 20, 0, 42, 15, 0, 5, 6, 0, 45, 8, 46, 0, 14, 16, 0]"
33,1236.8270302871183,17,30.989778995513916,1314.7765859747783,1236.8270302871183,"[0, 11, 19, 49, 48, 0, 27, 1, 0, 28, 26, 4, 25, 0, 18, 17, 0, 12, 3, 24, 0, 29, 50, 0, 2, 21, 22, 0, 31, 30, 20, 32, 0, 40, 13, 0, 36, 47, 7, 10, 0, 5, 6, 37, 0, 45, 8, 46, 0, 33, 9, 34, 35, 0, 44, 38, 43, 0, 39, 23, 41, 0, 42, 15, 0, 14, 16, 0]"
34,1236.8270302871183,17,31.792712926864624,1320.5898973080407,1259.7604128015541,"[0, 11, 19, 49, 48, 0, 27, 1, 0, 28, 26, 4, 25, 0, 18, 17, 0, 12, 3, 24, 0, 29, 50, 0, 2, 21, 22, 0, 31, 30, 20, 32, 0, 40, 13, 0, 36, 47, 7, 10, 0, 5, 6, 37, 0, 45, 8, 46, 0, 33, 9, 34, 35, 0, 44, 38, 43, 0, 39, 23, 41, 0, 42, 15, 0, 14, 16, 0]"
35,1236.8270302871183,17,32.6845064163208,1302.9725787890898,1240.128962307616,"[0, 11, 19, 49, 48, 0, 27, 1, 0, 28, 26, 4, 25, 0, 18, 17, 0, 12, 3, 24, 0, 29, 50, 0, 2, 21, 22, 0, 31, 30, 20, 32, 0, 40, 13, 0, 36, 47, 7, 10, 0, 5, 6, 37, 0, 45, 8, 46, 0, 33, 9, 34, 35, 0, 44, 38, 43, 0, 39, 23, 41, 0, 42, 15, 0, 14, 16, 0]"
36,1236.8270302871183,17,33.658679246902466,1303.661699623021,1236.8270302871185,"[0, 11, 19, 49, 48, 0, 27, 1, 0, 28, 26, 4, 25, 0, 18, 17, 0, 12, 3, 24, 0, 29, 50, 0, 2, 21, 22, 0, 31, 30, 20, 32, 0, 40, 13, 0, 36, 47, 7, 10, 0, 5, 6, 37, 0, 45, 8, 46, 0, 33, 9, 34, 35, 0, 44, 38, 43, 0, 39, 23, 41, 0, 42, 15, 0, 14, 16, 0]"
37,1236.8270302871183,17,34.4806113243103,1301.019476015978,1237.0781947128019,"[0, 11, 19, 49, 48, 0, 27, 1, 0, 28, 26, 4, 25, 0, 18, 17, 0, 12, 3, 24, 0, 29, 50, 0, 2, 21, 22, 0, 31, 30, 20, 32, 0, 40, 13, 0, 36, 47, 7, 10, 0, 5, 6, 37, 0, 45, 8, 46, 0, 33, 9, 34, 35, 0, 44, 38, 43, 0, 39, 23, 41, 0, 42, 15, 0, 14, 16, 0]"
38,1221.5581249307866,17,35.2985622882843,1294.3611178749975,1221.5581249307866,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 29, 50, 0, 42, 15, 43, 0, 12, 3, 24, 0, 31, 30, 20, 32, 0, 18, 17, 0, 2, 21, 22, 0, 33, 9, 34, 35, 0, 14, 16, 37, 0, 44, 38, 0, 5, 6, 0, 45, 8, 46, 48, 0, 39, 23, 41, 0, 11, 19, 49, 0, 36, 47, 7, 10, 0]"
39,1221.5581249307866,17,36.098740100860596,1280.007290509112,1221.558124930787,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 29, 50, 0, 42, 15, 43, 0, 12, 3, 24, 0, 31, 30, 20, 32, 0, 18, 17, 0, 2, 21, 22, 0, 33, 9, 34, 35, 0, 14, 16, 37, 0, 44, 38, 0, 5, 6, 0, 45, 8, 46, 48, 0, 39, 23, 41, 0, 11, 19, 49, 0, 36, 47, 7, 10, 0]"
40,1221.5581249307866,17,36.9682993888855,1292.315233742292,1246.8263378394458,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 29, 50, 0, 42, 15, 43, 0, 12, 3, 24, 0, 31, 30, 20, 32, 0, 18, 17, 0, 2, 21, 22, 0, 33, 9, 34, 35, 0, 14, 16, 37, 0, 44, 38, 0, 5, 6, 0, 45, 8, 46, 48, 0, 39, 23, 41, 0, 11, 19, 49, 0, 36, 47, 7, 10, 0]"
41,1221.5581249307866,17,37.91822266578674,1291.9072175989263,1232.017997128231,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 29, 50, 0, 42, 15, 43, 0, 12, 3, 24, 0, 31, 30, 20, 32, 0, 18, 17, 0, 2, 21, 22, 0, 33, 9, 34, 35, 0, 14, 16, 37, 0, 44, 38, 0, 5, 6, 0, 45, 8, 46, 48, 0, 39, 23, 41, 0, 11, 19, 49, 0, 36, 47, 7, 10, 0]"
42,1221.5581249307866,17,38.9518768787384,1273.025281670954,1235.2465761526219,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 29, 50, 0, 42, 15, 43, 0, 12, 3, 24, 0, 31, 30, 20, 32, 0, 18, 17, 0, 2, 21, 22, 0, 33, 9, 34, 35, 0, 14, 16, 37, 0, 44, 38, 0, 5, 6, 0, 45, 8, 46, 48, 0, 39, 23, 41, 0, 11, 19, 49, 0, 36, 47, 7, 10, 0]"
43,1221.5581249307866,17,39.859395027160645,1303.4079316561606,1247.9656099921435,"[0, 27, 1, 0, 28, 26, 4, 25, 0, 40, 13, 0, 29, 50, 0, 42, 15, 43, 0, 12, 3, 24, 0, 31, 30, 20, 32, 0, 18, 17, 0, 2, 21, 22, 0, 33, 9, 34, 35, 0, 14, 16, 37, 0, 44, 38, 0, 5, 6, 0, 45, 8, 46, 48, 0, 39, 23, 41, 0, 11, 19, 49, 0, 36, 47, 7, 10, 0]"
44,1221.142630110766,17,40.724236488342285,1279.4610124939697,1221.142630110766,"[0, 31, 30, 20, 32, 0, 42, 44, 38, 43, 13, 0, 28, 26, 4, 25, 0, 27, 1, 0, 14, 16, 37, 17, 0, 45, 8, 46, 48, 0, 2, 21, 22, 0, 12, 3, 24, 0, 29, 50, 0, 5, 6, 0, 11, 19, 49, 0, 18, 10, 0, 40, 0, 33, 9, 34, 35, 0, 36, 47, 7, 0, 39, 23, 41, 0, 15, 0]"
45,1221.142630110766,17,41.511600971221924,1290.0537244280638,1238.008964119826,"[0, 31, 30, 20, 32, 0, 42, 44, 38, 43, 13, 0, 28, 26, 4, 25, 0, 27, 1, 0, 14, 16, 37, 17, 0, 45, 8, 46, 48, 0, 2, 21, 22, 0, 12, 3, 24, 0, 29, 50, 0, 5, 6, 0, 11, 19, 49, 0, 18, 10, 0, 40, 0, 33, 9, 34, 35, 0, 36, 47, 7, 0, 39, 23, 41, 0, 15, 0]"
46,1221.142630110766,17,42.33415484428406,1273.0378940040048,1228.2645519793946,"[0, 31, 30, 20, 32, 0, 42, 44, 38, 43, 13, 0, 28, 26, 4, 25, 0, 27, 1, 0, 14, 16, 37, 17, 0, 45, 8, 46, 48, 0, 2, 21, 22, 0, 12, 3, 24, 0, 29, 50, 0, 5, 6, 0, 11, 19, 49, 0, 18, 10, 0, 40, 0, 33, 9, 34, 35, 0, 36, 47, 7, 0, 39, 23, 41, 0, 15, 0]"
47,1221.142630110766,17,43.151954889297485,1284.5734460740553,1232.7257283573035,"[0, 31, 30, 20, 32, 0, 42, 44, 38, 43, 13, 0, 28, 26, 4, 25, 0, 27, 1, 0, 14, 16, 37, 17, 0, 45, 8, 46, 48, 0, 2, 21, 22, 0, 12, 3, 24, 0, 29, 50, 0, 5, 6, 0, 11, 19, 49, 0, 18, 10, 0, 40, 0, 33, 9, 34, 35, 0, 36, 47, 7, 0, 39, 23, 41, 0, 15, 0]"
